"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description"
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","GPU Speed Of Light Throughput","DRAM Frequency","cycle/nsecond","7.29",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","GPU Speed Of Light Throughput","SM Frequency","cycle/nsecond","1.32",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","26,378,162",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","GPU Speed Of Light Throughput","Memory [%]","%","91.00",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","GPU Speed Of Light Throughput","DRAM Throughput","%","29.57",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","GPU Speed Of Light Throughput","Duration","msecond","19.99",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","91.21",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","GPU Speed Of Light Throughput","L2 Cache Throughput","%","20.07",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","GPU Speed Of Light Throughput","SM Active Cycles","cycle","26,318,307.04",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","GPU Speed Of Light Throughput","Compute (SM) [%]","%","72.80",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","1","SpeedOfLight","","","","SOLBottleneck","INF","The kernel is utilizing greater than 80.0% of the available compute or memory performance of the device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing L1 in the Memory Workload Analysis section."
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","1","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (fp32) to double (fp64) performance on this device is 64:1. The kernel achieved 2% of this device's fp32 peak performance and 0% of its fp64 peak performance. See the Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis."
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Compute Workload Analysis","Executed Ipc Active","inst/cycle","0.80",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.80",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Compute Workload Analysis","Issue Slots Busy","%","20.12",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Compute Workload Analysis","Issued Ipc Active","inst/cycle","0.80",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Compute Workload Analysis","SM Busy","%","24.34",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","1","ComputeWorkloadAnalysis","","","","HighPipeUtilization","WRN","All compute pipelines are under-utilized. Either this kernel is very small or it doesn't issue enough warps per scheduler. Check the Launch Statistics and Scheduler Statistics sections for further details."
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Memory Workload Analysis","Memory Throughput","Gbyte/second","103.51",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Memory Workload Analysis","Mem Busy","%","91.00",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Memory Workload Analysis","Max Bandwidth","%","72.80",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Memory Workload Analysis","L1/TEX Hit Rate","%","86.61",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","26901","program","127.0.0.1","MatMul(float *, float *, float *, int, int, int)","2025-May-15 08:37:04","1","7","Memory Workload Analysis","L2 Hit Rate","%","28.53",
